Entity,Code,Year,"DALYs (Disability-Adjusted Life Years) - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate) (DALYs per 100,000 individuals)"
Afghanistan,AFG,1990,6526.79032622
Afghanistan,AFG,1995,6542.126784450001
Afghanistan,AFG,2000,6521.03159704
Afghanistan,AFG,2005,5928.48696569
Afghanistan,AFG,2006,5822.02114907
Afghanistan,AFG,2010,5077.77858063
Afghanistan,AFG,2016,5243.633134979999
Albania,ALB,1990,1354.58452927
Albania,ALB,1995,1157.9049592899999
Albania,ALB,2000,1008.74945748
Albania,ALB,2005,871.110701667
Albania,ALB,2006,872.157876907
Albania,ALB,2010,867.377374569
Albania,ALB,2016,734.560085934
Algeria,DZA,1990,1655.7819945899998
Algeria,DZA,1995,1448.06839984
Algeria,DZA,2000,1276.39090042
Algeria,DZA,2005,1031.69440404
Algeria,DZA,2006,993.7368321370001
Algeria,DZA,2010,868.8005427720001
Algeria,DZA,2016,918.065995543
American Samoa,ASM,1990,268.742094373
American Samoa,ASM,1995,253.165415987
American Samoa,ASM,2000,240.700778007
American Samoa,ASM,2005,216.98631034299999
American Samoa,ASM,2006,142.29302579400002
American Samoa,ASM,2010,87.454608197
American Samoa,ASM,2016,131.316065738
Andean Latin America,,1990,1764.1711300000002
Andean Latin America,,1995,1509.9929906
Andean Latin America,,2000,1193.44021802
Andean Latin America,,2005,1089.67601539
Andean Latin America,,2006,1013.5620014599999
Andean Latin America,,2010,800.061160519
Andean Latin America,,2016,610.507518734
Andorra,AND,1990,423.10688075
Andorra,AND,1995,370.440347247
Andorra,AND,2000,294.02898737600003
Andorra,AND,2005,269.237966834
Andorra,AND,2006,264.62393585999996
Andorra,AND,2010,255.43745125700002
Andorra,AND,2016,255.835960703
Angola,AGO,1990,3038.4158196099997
Angola,AGO,1995,2886.98989409
Angola,AGO,2000,2832.7670255099997
Angola,AGO,2005,2526.10445777
Angola,AGO,2006,2430.09245674
Angola,AGO,2010,2052.90333143
Angola,AGO,2016,1714.2017611899998
Antigua and Barbuda,ATG,1990,872.6768483230001
Antigua and Barbuda,ATG,1995,783.6020582530001
Antigua and Barbuda,ATG,2000,653.908091897
Antigua and Barbuda,ATG,2005,564.578607134
Antigua and Barbuda,ATG,2006,540.98225344
Antigua and Barbuda,ATG,2010,456.40668682300003
Antigua and Barbuda,ATG,2016,475.525924198
Argentina,ARG,1990,1019.27320355
Argentina,ARG,1995,911.6861982309999
Argentina,ARG,2000,813.998286358
Argentina,ARG,2005,720.589033213
Argentina,ARG,2006,706.70082064
Argentina,ARG,2010,658.333283339
Argentina,ARG,2016,589.894434333
Armenia,ARM,1990,1718.92709676
Armenia,ARM,1995,1686.53691318
Armenia,ARM,2000,1422.2655342
Armenia,ARM,2005,1429.80311905
Armenia,ARM,2006,1455.4439673699999
Armenia,ARM,2010,1424.29544683
Armenia,ARM,2016,1128.88935474
Australasia,,1990,386.035457942
Australasia,,1995,315.23183944299996
Australasia,,2000,250.660347599
Australasia,,2005,191.56793692399998
Australasia,,2006,178.834541785
Australasia,,2010,135.817151037
Australasia,,2016,130.37545572
Australia,AUS,1990,380.97503672199997
Australia,AUS,1995,310.84030554599997
Australia,AUS,2000,248.54023018899997
Australia,AUS,2005,189.522763814
Australia,AUS,2006,177.022500036
Australia,AUS,2010,135.582212885
Australia,AUS,2016,130.344616407
Austria,AUT,1990,778.9833131539999
Austria,AUT,1995,664.560966234
Austria,AUT,2000,542.273983178
Austria,AUT,2005,423.14079917400005
Austria,AUT,2006,407.147347056
Austria,AUT,2010,368.270118463
Austria,AUT,2016,319.727427699
Azerbaijan,AZE,1990,3293.13965426
Azerbaijan,AZE,1995,3281.83756233
Azerbaijan,AZE,2000,2899.81770138
Azerbaijan,AZE,2005,2433.1480612100004
Azerbaijan,AZE,2006,2412.78160148
Azerbaijan,AZE,2010,2379.4937817200002
Azerbaijan,AZE,2016,2034.83461567
Bahamas,BHS,1990,1031.43418098
Bahamas,BHS,1995,931.973633899
Bahamas,BHS,2000,779.021541951
Bahamas,BHS,2005,683.139980629
Bahamas,BHS,2006,620.591821815
Bahamas,BHS,2010,514.04197477
Bahamas,BHS,2016,551.333139978
Bahrain,BHR,1990,2799.71016851
Bahrain,BHR,1995,2439.54454557
Bahrain,BHR,2000,2027.33982359
Bahrain,BHR,2005,1525.05371374
Bahrain,BHR,2006,1475.3030422099998
Bahrain,BHR,2010,1225.05550798
Bahrain,BHR,2016,1153.80852955
Bangladesh,BGD,1990,4212.20091654
Bangladesh,BGD,1995,3711.98557984
Bangladesh,BGD,2000,3256.24636706
Bangladesh,BGD,2005,3189.75954685
Bangladesh,BGD,2006,3134.6964486
Bangladesh,BGD,2010,2847.34127262
Bangladesh,BGD,2016,2650.87521294
Barbados,BRB,1990,813.020007995
Barbados,BRB,1995,762.137098239
Barbados,BRB,2000,621.351954476
Barbados,BRB,2005,508.589499187
Barbados,BRB,2006,493.587413163
Barbados,BRB,2010,421.231959095
Barbados,BRB,2016,486.70569902
Belarus,BLR,1990,1993.85553119
Belarus,BLR,1995,2168.52901486
Belarus,BLR,2000,2029.66940457
Belarus,BLR,2005,1953.9644151599998
Belarus,BLR,2006,1884.44395323
Belarus,BLR,2010,1768.8075062599999
Belarus,BLR,2016,1319.91896318
Belgium,BEL,1990,839.467962107
Belgium,BEL,1995,702.295722353
Belgium,BEL,2000,612.64695279
Belgium,BEL,2005,504.393847513
Belgium,BEL,2006,484.831292122
Belgium,BEL,2010,440.91582356699996
Belgium,BEL,2016,387.058115565
Belize,BLZ,1990,1325.38121327
Belize,BLZ,1995,1434.66262326
Belize,BLZ,2000,1498.2076433500001
Belize,BLZ,2005,1205.77939968
Belize,BLZ,2006,1130.77554105
Belize,BLZ,2010,929.654901201
Belize,BLZ,2016,879.122959141
Benin,BEN,1990,3967.71770908
Benin,BEN,1995,3696.2118922100003
Benin,BEN,2000,3320.2822058
Benin,BEN,2005,2535.64504574
Benin,BEN,2006,2453.69618957
Benin,BEN,2010,2262.03653412
Benin,BEN,2016,2812.14714047
Bermuda,BMU,1990,1265.12927993
Bermuda,BMU,1995,1020.41713812
Bermuda,BMU,2000,790.011412768
Bermuda,BMU,2005,588.64450024
Bermuda,BMU,2006,553.562945324
Bermuda,BMU,2010,401.027884193
Bermuda,BMU,2016,352.60012539400003
Bhutan,BTN,1990,3453.42442173
Bhutan,BTN,1995,3005.76126128
Bhutan,BTN,2000,2610.81727443
Bhutan,BTN,2005,2405.43544444
Bhutan,BTN,2006,2308.22079732
Bhutan,BTN,2010,2013.09793731
Bhutan,BTN,2016,1786.6844697
Bolivia,BOL,1990,2902.1389975700004
Bolivia,BOL,1995,2403.02129495
Bolivia,BOL,2000,1929.43200301
Bolivia,BOL,2005,1836.6977346800002
Bolivia,BOL,2006,1716.7974899099997
Bolivia,BOL,2010,1341.65867611
Bolivia,BOL,2016,979.011989686
Bosnia and Herzegovina,BIH,1990,2046.82883599
Bosnia and Herzegovina,BIH,1995,1847.78869782
Bosnia and Herzegovina,BIH,2000,1479.12910395
Bosnia and Herzegovina,BIH,2005,1277.23410046
Bosnia and Herzegovina,BIH,2006,1254.6558750699999
Bosnia and Herzegovina,BIH,2010,1162.0307711399998
Bosnia and Herzegovina,BIH,2016,1074.0872545900002
Botswana,BWA,1990,1580.7833343999998
Botswana,BWA,1995,1633.99808262
Botswana,BWA,2000,2038.03095696
Botswana,BWA,2005,1795.0355618499998
Botswana,BWA,2006,1670.8825591900002
Botswana,BWA,2010,1296.57109594
Botswana,BWA,2016,1257.80340525
Brazil,BRA,1990,1269.1296528
Brazil,BRA,1995,1155.61238155
Brazil,BRA,2000,1001.61897509
Brazil,BRA,2005,769.352611226
Brazil,BRA,2006,724.6482202740001
Brazil,BRA,2010,574.073161622
Brazil,BRA,2016,554.02692434
Brunei,BRN,1990,425.352677779
Brunei,BRN,1995,393.031453983
Brunei,BRN,2000,305.11605140800003
Brunei,BRN,2005,393.86818635800006
Brunei,BRN,2006,378.981752937
Brunei,BRN,2010,308.939818072
Brunei,BRN,2016,312.87936974
Bulgaria,BGR,1990,2442.9820033
Bulgaria,BGR,1995,2257.78018992
Bulgaria,BGR,2000,1914.43925603
Bulgaria,BGR,2005,1608.54521576
Bulgaria,BGR,2006,1605.60421058
Bulgaria,BGR,2010,1514.8503141
Bulgaria,BGR,2016,1306.3929227899998
Burkina Faso,BFA,1990,4332.20376165
Burkina Faso,BFA,1995,3927.55141255
Burkina Faso,BFA,2000,3652.4923333899997
Burkina Faso,BFA,2005,3051.5546759599997
Burkina Faso,BFA,2006,2976.26136831
Burkina Faso,BFA,2010,2807.51233803
Burkina Faso,BFA,2016,3215.80792891
Burundi,BDI,1990,4257.50182043
Burundi,BDI,1995,4053.1306630100003
Burundi,BDI,2000,3477.487228
Burundi,BDI,2005,2781.1598524
Burundi,BDI,2006,2645.90789219
Burundi,BDI,2010,2289.49452168
Burundi,BDI,2016,2326.72729349
Cambodia,KHM,1990,3178.20109468
Cambodia,KHM,1995,3154.6453155
Cambodia,KHM,2000,2943.66354824
Cambodia,KHM,2005,2659.02680004
Cambodia,KHM,2006,2483.77242295
Cambodia,KHM,2010,1985.67392989
Cambodia,KHM,2016,1726.3393157500002
Cameroon,CMR,1990,3693.38808337
Cameroon,CMR,1995,3816.58350579
Cameroon,CMR,2000,3987.9454168599996
Cameroon,CMR,2005,3498.68001439
Cameroon,CMR,2006,3442.92531116
Cameroon,CMR,2010,3235.8635873000003
Cameroon,CMR,2016,3566.29301335
Canada,CAN,1990,419.558141213
Canada,CAN,1995,361.982918532
Canada,CAN,2000,304.1604743
Canada,CAN,2005,266.39283413100003
Canada,CAN,2006,251.817084997
Canada,CAN,2010,203.74289380200003
Canada,CAN,2016,198.109004927
Cape Verde,CPV,1990,2020.2452076
Cape Verde,CPV,1995,2085.26944047
Cape Verde,CPV,2000,1863.4322246699999
Cape Verde,CPV,2005,1402.90301005
Cape Verde,CPV,2006,1391.39229976
Cape Verde,CPV,2010,1298.2275925499998
Cape Verde,CPV,2016,1521.2031289699999
Caribbean,,1990,1550.48638164
Caribbean,,1995,1424.2117225
Caribbean,,2000,1275.50447025
Caribbean,,2005,1105.33162633
Caribbean,,2006,1063.4450431
Caribbean,,2010,901.242609531
Caribbean,,2016,850.2664894000001
Central African Republic,CAF,1990,4331.15440677
Central African Republic,CAF,1995,4347.4519067599995
Central African Republic,CAF,2000,4372.97943071
Central African Republic,CAF,2005,4118.97681771
Central African Republic,CAF,2006,4186.16015893
Central African Republic,CAF,2010,3900.8846952599997
Central African Republic,CAF,2016,4111.300635279999
Central Asia,,1990,2949.12458904
Central Asia,,1995,3142.6216770099995
Central Asia,,2000,2913.86736464
Central Asia,,2005,2525.97480752
Central Asia,,2006,2479.01597372
Central Asia,,2010,2231.57879578
Central Asia,,2016,1989.96304716
Central Europe,,1990,2096.6525211900002
Central Europe,,1995,1768.2065187800001
Central Europe,,2000,1396.3806391399999
Central Europe,,2005,1156.03242948
Central Europe,,2006,1135.64217652
Central Europe,,2010,1050.99065986
Central Europe,,2016,875.343217626
Central Latin America,,1990,1117.55650713
Central Latin America,,1995,1045.39349383
Central Latin America,,2000,931.6275381989999
Central Latin America,,2005,813.645434915
Central Latin America,,2006,777.968071635
Central Latin America,,2010,656.8671206810001
Central Latin America,,2016,594.120238597
Central Sub-Saharan Africa,,1990,3067.12606417
Central Sub-Saharan Africa,,1995,2996.59700045
Central Sub-Saharan Africa,,2000,2930.0352294599998
Central Sub-Saharan Africa,,2005,2555.4851459
Central Sub-Saharan Africa,,2006,2499.01448287
Central Sub-Saharan Africa,,2010,2252.25200606
Central Sub-Saharan Africa,,2016,2206.9533288000002
Chad,TCD,1990,3731.93041831
Chad,TCD,1995,3726.00980078
Chad,TCD,2000,3905.18338406
Chad,TCD,2005,3505.50538465
Chad,TCD,2006,3463.02069494
Chad,TCD,2010,3334.0142076099996
Chad,TCD,2016,3465.77626737
Chile,CHL,1990,980.7479211939999
Chile,CHL,1995,793.30128322
Chile,CHL,2000,598.9593231299999
Chile,CHL,2005,513.911510669
Chile,CHL,2006,492.868637218
Chile,CHL,2010,449.37115376900005
Chile,CHL,2016,408.00694139100005
China,CHN,1990,3095.96296172
China,CHN,1995,2856.7937823899997
China,CHN,2000,2513.40978573
China,CHN,2005,2150.13843706
China,CHN,2006,2032.83099487
China,CHN,2010,1795.1427173400002
China,CHN,2016,1469.16764845
Colombia,COL,1990,1038.88799199
Colombia,COL,1995,960.8670551690001
Colombia,COL,2000,828.56623486
Colombia,COL,2005,740.1153012660001
Colombia,COL,2006,717.04278952
Colombia,COL,2010,562.800970044
Colombia,COL,2016,472.04498797400004
Comoros,COM,1990,2270.5466601999997
Comoros,COM,1995,2083.77462504
Comoros,COM,2000,1808.0833532000001
Comoros,COM,2005,1505.1852344400002
Comoros,COM,2006,1464.6604216
Comoros,COM,2010,1239.98299935
Comoros,COM,2016,1184.16655434
Congo,COG,1990,3582.87002893
Congo,COG,1995,3578.87028882
Congo,COG,2000,3464.8460434000003
Congo,COG,2005,2774.37221624
Congo,COG,2006,2669.61720641
Congo,COG,2010,2253.97174953
Congo,COG,2016,2056.48885605
Costa Rica,CRI,1990,692.452635335
Costa Rica,CRI,1995,635.513141925
Costa Rica,CRI,2000,559.720546111
Costa Rica,CRI,2005,442.986980011
Costa Rica,CRI,2006,410.078014914
Costa Rica,CRI,2010,323.296439406
Costa Rica,CRI,2016,346.50701089
Cote d'Ivoire,CIV,1990,2842.1118875800003
Cote d'Ivoire,CIV,1995,2988.4213175
Cote d'Ivoire,CIV,2000,2880.6474842899997
Cote d'Ivoire,CIV,2005,2463.33476052
Cote d'Ivoire,CIV,2006,2458.1663365
Cote d'Ivoire,CIV,2010,2307.05395197
Cote d'Ivoire,CIV,2016,3019.2181840400003
Croatia,HRV,1990,1382.15214162
Croatia,HRV,1995,1211.76808489
Croatia,HRV,2000,1038.83438815
Croatia,HRV,2005,900.330516998
Croatia,HRV,2006,877.798743227
Croatia,HRV,2010,778.858183885
Croatia,HRV,2016,730.0432457119999
Cuba,CUB,1990,1088.365845
Cuba,CUB,1995,1040.85662375
Cuba,CUB,2000,928.058635607
Cuba,CUB,2005,795.1861564970001
Cuba,CUB,2006,750.12319316
Cuba,CUB,2010,605.1603608959999
Cuba,CUB,2016,584.823616317
Cyprus,CYP,1990,812.9104238010001
Cyprus,CYP,1995,722.221969012
Cyprus,CYP,2000,634.717406768
Cyprus,CYP,2005,524.2230890430001
Cyprus,CYP,2006,496.21657619200005
Cyprus,CYP,2010,437.51458805600004
Cyprus,CYP,2016,431.752822873
Czech Republic,CZE,1990,1976.64451695
Czech Republic,CZE,1995,1450.50342154
Czech Republic,CZE,2000,1063.41605449
Czech Republic,CZE,2005,869.004655263
Czech Republic,CZE,2006,839.29917914
Czech Republic,CZE,2010,758.997019067
Czech Republic,CZE,2016,605.6185112300001
Democratic Republic of Congo,COD,1990,2915.4006408200003
Democratic Republic of Congo,COD,1995,2878.7928245499998
Democratic Republic of Congo,COD,2000,2818.55707014
Democratic Republic of Congo,COD,2005,2449.8277906099997
Democratic Republic of Congo,COD,2006,2402.4032052800003
Democratic Republic of Congo,COD,2010,2216.5725775
Democratic Republic of Congo,COD,2016,2261.91567249
Denmark,DNK,1990,780.293049297
Denmark,DNK,1995,676.466337005
Denmark,DNK,2000,521.270040149
Denmark,DNK,2005,411.194528977
Denmark,DNK,2006,395.51664442400005
Denmark,DNK,2010,335.42277087900004
Denmark,DNK,2016,278.96299106799995
Djibouti,DJI,1990,2872.31502387
Djibouti,DJI,1995,2768.4516399199997
Djibouti,DJI,2000,2606.69752301
Djibouti,DJI,2005,2212.71103813
Djibouti,DJI,2006,2185.3990554700003
Djibouti,DJI,2010,2057.995264
Djibouti,DJI,2016,2052.50117735
Dominica,DMA,1990,850.252639066
Dominica,DMA,1995,843.357767768
Dominica,DMA,2000,657.168136974
Dominica,DMA,2005,597.855509941
Dominica,DMA,2006,581.657369552
Dominica,DMA,2010,530.09276104
Dominica,DMA,2016,590.442332421
Dominican Republic,DOM,1990,1083.5721935899999
Dominican Republic,DOM,1995,956.7596925930001
Dominican Republic,DOM,2000,965.280926206
Dominican Republic,DOM,2005,804.945148448
Dominican Republic,DOM,2006,803.652796175
Dominican Republic,DOM,2010,771.058986138
Dominican Republic,DOM,2016,753.769922743
East Asia,,1990,3032.80570317
East Asia,,1995,2795.17360249
East Asia,,2000,2466.70149138
East Asia,,2005,2121.65051713
East Asia,,2006,2008.28406251
East Asia,,2010,1777.5099139600002
East Asia,,2016,1463.38338631
Eastern Europe,,1990,1781.20068652
Eastern Europe,,1995,2157.8362845
Eastern Europe,,2000,1933.0980846799998
Eastern Europe,,2005,1909.87789737
Eastern Europe,,2006,1775.26274615
Eastern Europe,,2010,1528.0055432899999
Eastern Europe,,2016,1267.23572263
Eastern Sub-Saharan Africa,,1990,2954.64143239
Eastern Sub-Saharan Africa,,1995,2801.75572456
Eastern Sub-Saharan Africa,,2000,2518.39833814
Eastern Sub-Saharan Africa,,2005,2079.89972179
Eastern Sub-Saharan Africa,,2006,2030.90688187
Eastern Sub-Saharan Africa,,2010,1805.9996900699998
Eastern Sub-Saharan Africa,,2016,1723.67069391
Ecuador,ECU,1990,942.66057144
Ecuador,ECU,1995,851.9108777060001
Ecuador,ECU,2000,742.7888996410001
Ecuador,ECU,2005,676.715912146
Ecuador,ECU,2006,629.648010955
Ecuador,ECU,2010,472.94749082600003
Ecuador,ECU,2016,381.833357654
Egypt,EGY,1990,4207.01067652
Egypt,EGY,1995,3510.7656233000002
Egypt,EGY,2000,3002.31428514
Egypt,EGY,2005,2946.95674642
Egypt,EGY,2006,2960.13144895
Egypt,EGY,2010,2986.06094181
Egypt,EGY,2016,2823.7488813299997
El Salvador,SLV,1990,1550.18564592
El Salvador,SLV,1995,1382.09889869
El Salvador,SLV,2000,1187.46832639
El Salvador,SLV,2005,994.788512447
El Salvador,SLV,2006,953.686279522
El Salvador,SLV,2010,812.488077326
El Salvador,SLV,2016,750.090648863
England,,1990,901.3171481029999
England,,1995,754.938522028
England,,2000,598.515127504
England,,2005,463.422955621
England,,2006,440.35762761899997
England,,2010,371.45883660699997
England,,2016,332.33099357000003
Equatorial Guinea,GNQ,1990,4373.11242563
Equatorial Guinea,GNQ,1995,4161.85576268
Equatorial Guinea,GNQ,2000,2940.44239203
Equatorial Guinea,GNQ,2005,1720.53564237
Equatorial Guinea,GNQ,2006,1741.64284279
Equatorial Guinea,GNQ,2010,1549.98318284
