Entity,Code,Year,"Deaths - Ambient particulate matter pollution - Sex: Both - Age: Age-standardized (Rate) (deaths per 100,000)"
Yemen,YEM,2005,123.30862226199999
Yemen,YEM,2006,122.15744287300001
Yemen,YEM,2010,117.466776741
Yemen,YEM,2016,127.435093085
Zambia,ZMB,1990,90.1221544819
Zambia,ZMB,1995,107.792563405
Zambia,ZMB,2000,116.548180353
Zambia,ZMB,2005,108.55848593200001
Zambia,ZMB,2006,106.330986482
Zambia,ZMB,2010,93.0085334389
Zambia,ZMB,2016,84.31666836950001
Zimbabwe,ZWE,1990,64.9382257052
Zimbabwe,ZWE,1995,59.7972474079
Zimbabwe,ZWE,2000,85.3183061066
Zimbabwe,ZWE,2005,90.444795512
Zimbabwe,ZWE,2006,87.59323591
Zimbabwe,ZWE,2010,80.29169951850001
Zimbabwe,ZWE,2016,72.6267060953
